rpno,policyno,paydate,mode,type
C52326830101,23031329,2561,1,UL
C52246220101,23029358,2561,1,ULIP
C52367910101,23032359,2561,1,UL
C52424390101,23033481,2561,1,UL
C52273220101,23029943,2561,1,ULIP
571610186174,22922942,2561,1,UL
C52345750101,23031855,2561,1,UL
172610035198,22910010,2561,1,ULIP
939610014042,22794887,2561,1,UL
C52448330101,23033911,2561,1,UL
C52658340101,23036691,2561,1,UL
571610182872,22905664,2561,1,UL
C52446780101,23033851,2561,1,UL
C52449890101,23033955,2561,1,UL
C52532600101,23035264,2561,1,UL
C52865050101,23042073,2561,1,UL
945610000258,22906196,2561,1,ULIP
C52362380101,23032217,2561,1,ULIP
610032081,22788852,2561,1,UL
C52530160101,23035218,2561,1,UL
C52557460101,23035371,2561,1,UL
571610239150,22906474,2561,1,ULIP
C52374520101,23032489,2561,1,ULIP
C52383170101,23032762,2561,1,ULIP
678610040469,22937189,2561,1,UL
C52626030101,23036234,2561,1,UL
C52529920101,23035215,2561,1,UL
C52551810101,23035351,2561,1,UL
C52576960101,23035565,2561,1,UL
945610000262,22916986,2561,1,ULIP
C52410980101,23033241,2561,1,ULIP
701610069095,22918883,2561,1,UL
814610013369,22918221,2561,1,UL
945610000265,22906786,2561,1,ULIP
945610000266,22916973,2561,1,ULIP
C52422860101,23033437,2561,1,ULIP
610032835,22917349,2561,1,UL
610032847,22061249,2561,1,UL
610032848,22921719,2561,1,UL
91610060838,22914172,2561,1,UL
838610000734,22026635,2561,1,UL
838610000740,22025651,2561,1,UL
838610000748,22061231,2561,1,UL
C52598150101,23035856,2561,1,UL
C52609350101,23035996,2561,1,UL
C52629430101,23036287,2561,1,UL
610033096,22792268,2561,1,UL
610033163,22219381,2561,1,UL
994610123307,22907374,2561,1,UL
C52569120101,23035392,2561,1,UL
C52741410101,23038392,2561,1,UL
C52751340101,23038621,2561,1,UL
C52838990101,23041151,2561,1,UL
610033774,22071656,2561,1,UL
472610066511,22920757,2561,1,UL
678610044429,22061234,2561,1,UL
815610032955,22911208,2561,1,UL
939610014953,22919635,2561,1,UL
C52530960101,23035231,2561,1,UL
C52716400101,23037089,2561,1,UL
C52857380101,23041754,2561,1,UL
C52898770101,23043167,2561,1,UL
945610000276,22912730,2561,1,ULIP
C52503540101,23034950,2561,1,ULIP
74610039240,22915929,2561,1,UL
C52710530101,23037669,2561,1,UL
C52741590101,23038409,2561,1,UL
C52786580101,23039562,2561,1,UL
C52789260101,23039642,2561,1,UL
C52792480101,23039816,2561,1,UL
C52898640101,23043160,2561,1,UL
C52508950101,23035018,2561,1,ULIP
91610060839,22916858,2561,1,UL
471610070318,22926508,2561,1,UL
571610186170,22793034,2561,1,UL
815610033488,22074090,2561,1,UL
C52681690101,23036975,2561,1,UL
C52683960101,23037040,2561,1,UL
C52783500101,23039417,2561,1,UL
C52789480101,23039651,2561,1,UL
C52805840101,23040113,2561,1,UL
C52819290101,23040478,2561,1,UL
C52889930101,23042883,2561,1,UL
C53027620101,23046315,2561,1,UL
C53200980101,23049068,2561,1,UL
C54101930101,23070296,2561,1,UL
C52540030101,23035332,2561,1,ULIP
C52540090101,23035333,2561,1,ULIP
179020101,OIC17902,2561,1,OL
179030101,OIC17903,2561,1,OL
179040101,OIC17904,2561,1,OL
179050101,OIC17905,2561,1,OL
179060101,OIC17906,2561,1,OL
179070101,OIC17907,2561,1,OL
179080101,OIC17908,2561,1,OL
179090101,OIC17909,2561,1,OL
179100101,OIC17910,2561,1,OL
179110101,OIC17911,2561,1,OL
179120101,OIC17912,2561,1,OL
179130101,OIC17913,2561,1,OL
179140101,OIC17914,2561,1,OL
179150101,OIC17915,2561,1,OL
179160101,OIC17916,2561,1,OL
179170101,OIC17917,2561,1,OL
179180101,OIC17918,2561,1,OL
179190101,OIC17919,2561,1,OL
179200101,OIC17920,2561,1,OL
179210101,OIC17921,2561,1,OL
945610000281,22799680,2561,1,ULIP
937620002384,22907575,2561,1,UL
C52987590101,23045409,2562,1,UL
179220101,OIC17922,2562,1,OL
C52887040101,23042801,2562,1,UL
C52942760101,23044412,2562,1,UL
179230101,OIC17923,2562,1,OL
179240101,OIC17924,2562,1,OL
179250101,OIC17925,2562,1,OL
179260101,OIC17926,2562,1,OL
179270101,OIC17927,2562,1,OL
C52822760101,23040547,2562,1,UL
571620003200,22930254,2562,1,ULIP
620000463,22893680,2562,1,ULIP
179280101,OIC17928,2562,1,OL
179290101,OIC17929,2562,1,OL
179300101,OIC17930,2562,1,OL
179310101,OIC17931,2562,1,OL
179320101,OIC17932,2562,1,OL
179330101,OIC17933,2562,1,OL
179340101,OIC17934,2562,1,OL
179350101,OIC17935,2562,1,OL
179360101,OIC17936,2562,1,OL
179370101,OIC17937,2562,1,OL
179380101,OIC17938,2562,1,OL
179390101,OIC17939,2562,1,OL
179400101,OIC17940,2562,1,OL
179410101,OIC17941,2562,1,OL
179420101,OIC17942,2562,1,OL
179430101,OIC17943,2562,1,OL
61620009381,22930292,2562,1,ULIP
61620009382,22930294,2562,1,ULIP
179440101,OIC17944,2562,1,OL
179450101,OIC17945,2562,1,OL
179460101,OIC17946,2562,1,OL
C53043050101,23046661,2562,1,UL
C53333490101,23053101,2562,1,UL
179470101,OIC17947,2562,1,OL
179480101,OIC17948,2562,1,OL
C52896940101,23043069,2562,1,UL
C52962710101,23044783,2562,1,UL
C53230160101,23049939,2562,1,UL
62620004149,22917739,2562,1,ULIP
0000C5277189,39975537,2562,1,OL
179490101,OIC17949,2562,1,OL
C52908180101,23043509,2562,1,UL
61620009668,22911615,2562,1,ULIP
179500101,OIC17950,2562,1,OL
179510101,OIC17951,2562,1,OL
179520101,OIC17952,2562,1,OL
179530101,OIC17953,2562,1,OL
179540101,OIC17954,2562,1,OL
179550101,OIC17955,2562,1,OL
179560101,OIC17956,2562,1,OL
179570101,OIC17957,2562,1,OL
179580101,OIC17958,2562,1,OL
179590101,OIC17959,2562,1,OL
179600101,OIC17960,2562,1,OL
179610101,OIC17961,2562,1,OL
179620101,OIC17962,2562,1,OL
179630101,OIC17963,2562,1,OL
C52912140101,23043613,2562,1,UL
C53409980101,23054655,2562,1,UL
179640101,OIC17964,2562,1,OL
179650101,OIC17965,2562,1,OL
817620000651,22919126,2562,1,UL
61620009781,22918685,2562,1,ULIP
61620009782,22918347,2562,1,ULIP
179660101,OIC17966,2562,1,OL
179670101,OIC17967,2562,1,OL
179680101,OIC17968,2562,1,OL
179690101,OIC17969,2562,1,OL
179700101,OIC17970,2562,1,OL
179710101,OIC17971,2562,1,OL
179720101,OIC17972,2562,1,OL
179730101,OIC17973,2562,1,OL
C52929200101,23044098,2562,1,UL
C52938630101,23044375,2562,1,UL
C52836040101,23041057,2562,1,ULIP
0000C5284551,39975717,2562,1,OL
179740101,OIC17974,2562,1,OL
179750101,OIC17975,2562,1,OL
179760101,OIC17976,2562,1,OL
179770101,OIC17977,2562,1,OL
179780101,OIC17978,2562,1,OL
179790101,OIC17979,2562,1,OL
C52945420101,23044442,2562,1,UL
C53035670101,23046448,2562,1,UL
179800101,OIC17980,2562,1,OL
179810101,OIC17981,2562,1,OL
179820101,OIC17982,2562,1,OL
179830101,OIC17983,2562,1,OL
179840101,OIC17984,2562,1,OL
179850101,OIC17985,2562,1,OL
179860101,OIC17986,2562,1,OL
179870101,OIC17987,2562,1,OL
179880101,OIC17988,2562,1,OL
179890101,OIC17989,2562,1,OL
179900101,OIC17990,2562,1,OL
179910101,OIC17991,2562,1,OL
179920101,OIC17992,2562,1,OL
179930101,OIC17993,2562,1,OL
179940101,OIC17994,2562,1,OL
179950101,OIC17995,2562,1,OL
179960101,OIC17996,2562,1,OL
179970101,OIC17997,2562,1,OL
179980101,OIC17998,2562,1,OL
179990101,OIC17999,2562,1,OL
180000101,OIC18000,2562,1,OL
180010101,OIC18001,2562,1,OL
180020101,OIC18002,2562,1,OL
180030101,OIC18003,2562,1,OL
180040101,OIC18004,2562,1,OL
180050101,OIC18005,2562,1,OL
180060101,OIC18006,2562,1,OL
180070101,OIC18007,2562,1,OL
180080101,OIC18008,2562,1,OL
180090101,OIC18009,2562,1,OL
180100101,OIC18010,2562,1,OL
180110101,OIC18011,2562,1,OL
180120101,OIC18012,2562,1,OL
180130101,OIC18013,2562,1,OL
180140101,OIC18014,2562,1,OL
180150101,OIC18015,2562,1,OL
180160101,OIC18016,2562,1,OL
180170101,OIC18017,2562,1,OL
180180101,OIC18018,2562,1,OL
180190101,OIC18019,2562,1,OL
180200101,OIC18020,2562,1,OL
180210101,OIC18021,2562,1,OL
180220101,OIC18022,2562,1,OL
180230101,OIC18023,2562,1,OL
180240101,OIC18024,2562,1,OL
180250101,OIC18025,2562,1,OL
180260101,OIC18026,2562,1,OL
180270101,OIC18027,2562,1,OL
180280101,OIC18028,2562,1,OL
180290101,OIC18029,2562,1,OL
C52955340101,23044659,2562,1,UL
180300101,OIC18030,2562,1,OL
180310101,OIC18031,2562,1,OL
180320101,OIC18032,2562,1,OL
180330101,OIC18033,2562,1,OL
180340101,OIC18034,2562,1,OL
180350101,OIC18035,2562,1,OL
C52971650101,23045050,2562,1,UL
C52985760101,23045350,2562,1,UL
C53023940101,23046272,2562,1,UL
180360101,OIC18036,2562,1,OL
180370101,OIC18037,2562,1,OL
180380101,OIC18038,2562,1,OL
180390101,OIC18039,2562,1,OL
180400101,OIC18040,2562,1,OL
C52967600101,23044920,2562,1,UL
180410101,OIC18041,2562,1,OL
180420101,OIC18042,2562,1,OL
180430101,OIC18043,2562,1,OL
180440101,OIC18044,2562,1,OL
180450101,OIC18045,2562,1,OL
180460101,OIC18046,2562,1,OL
180470101,OIC18047,2562,1,OL
180480101,OIC18048,2562,1,OL
180490101,OIC18049,2562,1,OL
180500101,OIC18050,2562,1,OL
180510101,OIC18051,2562,1,OL
180520101,OIC18052,2562,1,OL
180530101,OIC18053,2562,1,OL
180540101,OIC18054,2562,1,OL
180550101,OIC18055,2562,1,OL
571610186169,22930187,2562,1,UL
C53003480101,23045817,2562,1,UL
C53018740101,23046173,2562,1,UL
945620000020,22930281,2562,1,ULIP
C52929770101,23044112,2562,1,ULIP
C53022450101,23046248,2562,1,UL
C53023800101,23046270,2562,1,UL
C53031900101,23046370,2562,1,UL
C53578090101,23057635,2562,1,UL
C53103740101,23047289,2562,1,UL
C53167390101,23048078,2562,1,UL
C52986040101,23045366,2562,1,ULIP
180560101,OIC18056,2562,1,OL
180570101,OIC18057,2562,1,OL
180580101,OIC18058,2562,1,OL
180590101,OIC18059,2562,1,OL
180600101,OIC18060,2562,1,OL
180610101,OIC18061,2562,1,OL
180620101,OIC18062,2562,1,OL
180630101,OIC18063,2562,1,OL
180640101,OIC18064,2562,1,OL
C53201280101,23049074,2562,1,UL
180650101,OIC18065,2562,1,OL
180660101,OIC18066,2562,1,OL
180670101,OIC18067,2562,1,OL
180680101,OIC18068,2562,1,OL
180690101,OIC18069,2562,1,OL
180700101,OIC18070,2562,1,OL
C53007330101,23045881,2562,1,ULIP
180710101,OIC18071,2562,1,OL
180720101,OIC18072,2562,1,OL
180730101,OIC18073,2562,1,OL
180740101,OIC18074,2562,1,OL
180750101,OIC18075,2562,1,OL
180760101,OIC18076,2562,1,OL
180770101,OIC18077,2562,1,OL
945620000026,22936841,2562,1,ULIP
C53112770101,23047421,2562,1,UL
C53124730101,23047430,2562,1,UL
C53126400101,23047437,2562,1,UL
C53128110101,23047455,2562,1,UL
C53130590101,23047485,2562,1,UL
C53143080101,23047703,2562,1,UL
C53229980101,23049930,2562,1,UL
C53230170101,23049940,2562,1,UL
C53230410101,23049948,2562,1,UL
C53329970101,23053002,2562,1,UL
C53330250101,23053020,2562,1,UL
C53385530101,23054316,2562,1,UL
C53605760101,23058411,2562,1,UL
C53620030101,23058942,2562,1,UL
620002428,22916175,2562,1,ULIP
180780101,OIC18078,2562,1,OL
180790101,OIC18079,2562,1,OL
180800101,OIC18080,2562,1,OL
180810101,OIC18081,2562,1,OL
180820101,OIC18082,2562,1,OL
17610102097,22920093,2562,1,UL
C53136720101,23047588,2562,1,UL
C53206750101,23049235,2562,1,UL
C53301460101,23052229,2562,1,UL
92620006673,22794429,2562,1,ULIP
92620006674,22794439,2562,1,ULIP
C53035450101,23046444,2562,1,ULIP
180830101,OIC18083,2562,1,OL
620002790,22381792,2562,1,UL
C53165390101,23048055,2562,1,UL
C53175830101,23048267,2562,1,UL
C53185460101,23048607,2562,1,UL
C53406470101,23054559,2562,1,UL
C53454940101,23055489,2562,1,UL
945620000031,22807690,2562,1,ULIP
936620007006,22926712,2562,1,UL
C53217120101,23049563,2562,1,UL
C53218310101,23049606,2562,1,UL
C53220780101,23049689,2562,1,UL
C53221670101,23049734,2562,1,UL
C53226930101,23049843,2562,1,UL
C53228710101,23049893,2562,1,UL
C53241870101,23050387,2562,1,UL
C53243320101,23050443,2562,1,UL
C53243720101,23050474,2562,1,UL
C53273340101,23051160,2562,1,UL
C53278420101,23051346,2562,1,UL
C53284980101,23051622,2562,1,UL
C53330920101,23053040,2562,1,UL
C53391480101,23054421,2562,1,UL
C53402410101,23054503,2562,1,UL
C53406670101,23054572,2562,1,UL
C53421470101,23054890,2562,1,UL
C53511580101,23056603,2562,1,UL
C53692540101,23061091,2562,1,UL
C53753860101,23062954,2562,1,UL
C53768420101,23063347,2562,1,UL
C53871500101,23065544,2562,1,UL
C54448060101,23078133,2562,1,UL
C53077500101,23047079,2562,1,ULIP
C53077510101,23047080,2562,1,ULIP
C53092490101,23047209,2562,1,ULIP
180840101,OIC18084,2562,1,OL
180850101,OIC18085,2562,1,OL
180860101,OIC18086,2562,1,OL
180870101,OIC18087,2562,1,OL
180880101,OIC18088,2562,1,OL
180890101,OIC18089,2562,1,OL
180900101,OIC18090,2562,1,OL
C53776670101,23063651,2562,1,UL
180910101,OIC18091,2562,1,OL
C53155870101,23047884,2562,1,ULIP
C53301390101,23052224,2562,1,UL
C53317330101,23052763,2562,1,UL
180920101,OIC18092,2562,1,OL
180930101,OIC18093,2562,1,OL
180940101,OIC18094,2562,1,OL
C53534210101,23056789,2562,1,UL
451620017762,22812604,2562,1,ULIP
180950101,OIC18095,2562,1,OL
C53334730101,23053139,2562,1,UL
C53334920101,23053151,2562,1,UL
180960101,OIC18096,2562,1,OL
180970101,OIC18097,2562,1,OL
180980101,OIC18098,2562,1,OL
C53344910101,23053417,2562,1,UL
C53348500101,23053548,2562,1,UL
C53356940101,23053730,2562,1,UL
C53376400101,23054168,2562,1,UL
180990101,OIC18099,2562,1,OL
181000101,OIC18100,2562,1,OL
61620021104,22906400,2562,1,ULIP
848620000660,22929643,2562,1,ULIP
C53275150101,23051225,2562,1,ULIP
C53275450101,23051242,2562,1,ULIP
C53275530101,23051247,2562,1,ULIP
181010101,OIC18101,2562,1,OL
181020101,OIC18102,2562,1,OL
181030101,OIC18103,2562,1,OL
181040101,OIC18104,2562,1,OL
181050101,OIC18105,2562,1,OL
987620014659,22931614,2562,1,UL
C53374810101,23054150,2562,1,UL
C53515340101,23056668,2562,1,UL
571620048298,22935525,2562,1,ULIP
571620048299,22935529,2562,1,ULIP
C53349220101,23053571,2562,1,UL
C53358540101,23053754,2562,1,UL
C53375740101,23054159,2562,1,UL
C53580740101,23057708,2562,1,UL
C53312340101,23052570,2562,1,ULIP
181060101,OIC18106,2562,1,OL
181070101,OIC18107,2562,1,OL
181080101,OIC18108,2562,1,OL
181090101,OIC18109,2562,1,OL
181100101,OIC18110,2562,1,OL
181110101,OIC18111,2562,1,OL
181120101,OIC18112,2562,1,OL
181130101,OIC18113,2562,1,OL
181140101,OIC18114,2562,1,OL
181150101,OIC18115,2562,1,OL
181160101,OIC18116,2562,1,OL
181170101,OIC18117,2562,1,OL
181180101,OIC18118,2562,1,OL
181190101,OIC18119,2562,1,OL
181200101,OIC18120,2562,1,OL
C53416420101,23054827,2562,1,UL
C53427860101,23054959,2562,1,UL
C53771710101,23063500,2562,1,UL
C54002130101,23067585,2562,1,UL
945620000059,22804856,2562,1,ULIP
0000C5333901,39977479,2562,1,OL
181210101,OIC18121,2562,1,OL
987620014666,22939489,2562,1,UL
C53504500101,23056467,2562,1,UL
0000C5335618,39977568,2562,1,OL
181220101,OIC18122,2562,1,OL
181230101,OIC18123,2562,1,OL
C53458970101,23055584,2562,1,UL
C53462320101,23055684,2562,1,UL
C53465350101,23055745,2562,1,UL
571620048571,22939421,2562,1,ULIP
C53459590101,23055603,2562,1,UL
C53464780101,23055731,2562,1,UL
C53578660101,23057660,2562,1,UL
C53661020101,23060240,2562,1,UL
C53743780101,23062711,2562,1,UL
C54447160101,23078094,2562,1,UL
181240101,OIC18124,2562,1,OL
181250101,OIC18125,2562,1,OL
C53804510101,23064286,2562,1,UL
C53456500101,23055537,2562,1,UL
C53477550101,23056069,2562,1,UL
C53482120101,23056201,2562,1,UL
C53508110101,23056555,2562,1,UL
C53513310101,23056632,2562,1,UL
C53517480101,23056729,2562,1,UL
C53584600101,23057786,2562,1,UL
C53636190101,23059410,2562,1,UL
C53711390101,23061754,2562,1,UL
C53711600101,23061764,2562,1,UL
181260101,OIC18126,2562,1,OL
181270101,OIC18127,2562,1,OL
181280101,OIC18128,2562,1,OL
C53571900101,23057466,2562,1,UL
C53575310101,23057572,2562,1,UL
C53588700101,23057859,2562,1,UL
C53591580101,23057963,2562,1,UL
C53607680101,23058491,2562,1,UL
C53612110101,23058623,2562,1,UL
C53649220101,23059781,2562,1,UL
C53674180101,23060548,2562,1,UL
C53887280101,23065857,2562,1,UL
181290101,OIC18129,2562,1,OL
181300101,OIC18130,2562,1,OL
181310101,OIC18131,2562,1,OL
181320101,OIC18132,2562,1,OL
181330101,OIC18133,2562,1,OL
C53579220101,23057693,2562,1,UL
C53593440101,23058025,2562,1,UL
C53594570101,23058047,2562,1,UL
C53600930101,23058241,2562,1,UL
C53610340101,23058562,2562,1,UL
C53612410101,23058639,2562,1,UL
C53736680101,23062475,2562,1,UL
C53742660101,23062670,2562,1,UL
C53844180101,23065029,2562,1,UL
945620000075,22941098,2562,1,ULIP
C53452780101,23055418,2562,1,ULIP
C53550550101,23057071,2562,1,UL
C53583410101,23057766,2562,1,UL
C53586280101,23057845,2562,1,UL
C53612020101,23058616,2562,1,UL
C53612300101,23058636,2562,1,UL
C53612580101,23058649,2562,1,UL
C53618740101,23058878,2562,1,UL
C53618870101,23058889,2562,1,UL
C53619950101,23058938,2562,1,UL
C53620890101,23058990,2562,1,UL
C53630280101,23059198,2562,1,UL
C53631310101,23059235,2562,1,UL
C53632350101,23059277,2562,1,UL
C53636550101,23059432,2562,1,UL
C53637830101,23059494,2562,1,UL
C53640420101,23059554,2562,1,UL
C53640460101,23059562,2562,1,UL
C53639240101,23059576,2562,1,UL
C53644520101,23059611,2562,1,UL
C53644910101,23059621,2562,1,UL
C53645950101,23059657,2562,1,UL
C53646320101,23059668,2562,1,UL
C53647920101,23059718,2562,1,UL
C53649050101,23059766,2562,1,UL
C53649160101,23059775,2562,1,UL
C53653780101,23059967,2562,1,UL
C53654990101,23060028,2562,1,UL
C53655210101,23060040,2562,1,UL
C53670080101,23060429,2562,1,UL
C53688670101,23060944,2562,1,UL
C53694250101,23061171,2562,1,UL
C53695230101,23061210,2562,1,UL
C53695910101,23061244,2562,1,UL
C53725610101,23062291,2562,1,UL
C53737450101,23062488,2562,1,UL
C53744000101,23062723,2562,1,UL
C53756720101,23063040,2562,1,UL
C53760470101,23063180,2562,1,UL
C53765180101,23063286,2562,1,UL
C53770550101,23063459,2562,1,UL
C53772370101,23063514,2562,1,UL
C53772510101,23063522,2562,1,UL
C53783770101,23063725,2562,1,UL
C53785190101,23063794,2562,1,UL
C53813940101,23064322,2562,1,UL
C53818110101,23064415,2562,1,UL
C53859400101,23065333,2562,1,UL
C53872150101,23065558,2562,1,UL
C54129460101,23071314,2562,1,UL
C54163110101,23072380,2562,1,UL
C54224360101,23073796,2562,1,UL
C54425680101,23077544,2562,1,UL
451620018944,22822110,2562,1,ULIP
C53469510101,23055809,2562,1,ULIP
C53484920101,23056268,2562,1,ULIP
181340101,OIC18134,2562,1,OL
181350101,OIC18135,2562,1,OL
181360101,OIC18136,2562,1,OL
451620019083,22817830,2562,1,ULIP
181370101,OIC18137,2562,1,OL
C53695200101,23061207,2562,1,UL
987620014665,22939898,2562,1,UL
C53583480101,23057768,2562,1,UL
C53610020101,23058537,2562,1,UL
C53713840101,23061858,2562,1,UL
C53731980101,23060109,2562,1,UL
C53711430101,23061757,2562,1,UL
C53713560101,23061838,2562,1,UL
C53773430101,23063560,2562,1,UL
0000C5357974,39978410,2562,1,OL
181380101,OIC18138,2562,1,OL
181390101,OIC18139,2562,1,OL
7620055260,22940590,2562,1,UL
7620055261,22945152,2562,1,UL
61620029003,22847776,2562,1,ULIP
C53704670101,23061506,2562,1,UL
C53704760101,23061508,2562,1,UL
C53730640101,23061862,2562,1,UL
C53728710101,23062412,2562,1,UL
C53721820101,23062089,2562,1,UL
C53725290101,23062269,2562,1,UL
620006247,22883172,2562,1,ULIP
181400101,OIC18140,2562,1,OL
C53728870101,23062426,2562,1,UL
C53722670101,23062147,2562,1,UL
C53728920101,23062431,2562,1,UL
C53749830101,23062885,2562,1,UL
C53894900101,23065968,2562,1,UL
C53963130101,23066838,2562,1,UL
C54086630101,23069840,2562,1,UL
620006484,22938854,2562,1,UL
181410101,OIC18141,2562,1,OL
181420101,OIC18142,2562,1,OL
C53764090101,23063262,2562,1,UL
C53937310101,23066412,2562,1,UL
C54273880101,23075056,2562,1,UL
C54456280101,23078414,2562,1,UL
994620011018,22943048,2562,1,UL
C53769310101,23063399,2562,1,UL
C53774070101,23063573,2562,1,UL
C54086110101,23069807,2562,1,UL
C54111790101,23070742,2562,1,UL
571620070619,22819247,2562,1,ULIP
181430101,OIC18143,2562,1,OL
C53789540101,23063958,2562,1,UL
C53816090101,23064360,2562,1,UL
C53819500101,23064479,2562,1,UL
C53903880101,23066210,2562,1,UL
C54042420101,23068715,2562,1,UL
C55022430101,23091941,2562,1,UL
451620028059,22811495,2562,1,ULIP
721620032993,22937290,2562,1,ULIP
181440101,OIC18144,2562,1,OL
181450101,OIC18145,2562,1,OL
181460101,OIC18146,2562,1,OL
181470101,OIC18147,2562,1,OL
C53804240101,23064275,2562,1,UL
261620016152,22945681,2562,1,ULIP
C53789250101,23063947,2562,1,UL
C54690170101,23084338,2562,1,UL
945620000091,22947405,2562,1,ULIP
C53801970101,23064221,2562,1,UL
C53815430101,23064348,2562,1,UL
C53819760101,23064497,2562,1,UL
C53841790101,23064952,2562,1,UL
C53844580101,23065050,2562,1,UL
C53881510101,23065754,2562,1,UL
C54125390101,23069801,2562,1,UL
181480101,OIC18148,2562,1,OL
181490101,OIC18149,2562,1,OL
181500101,OIC18150,2562,1,OL
181510101,OIC18151,2562,1,OL
181520101,OIC18152,2562,1,OL
181530101,OIC18153,2562,1,OL
181540101,OIC18154,2562,1,OL
181550101,OIC18155,2562,1,OL
181560101,OIC18156,2562,1,OL
C53855640101,23065196,2562,1,UL
C53881290101,23065744,2562,1,UL
C53881800101,23065763,2562,1,UL
C54243740101,23074251,2562,1,UL
C54549030101,23081252,2562,1,UL
181570101,OIC18157,2562,1,OL
181580101,OIC18158,2562,1,OL
181590101,OIC18159,2562,1,OL
181600101,OIC18160,2562,1,OL
181610101,OIC18161,2562,1,OL
C53872240101,23065021,2562,1,UL
C53874100101,23065614,2562,1,UL
C53875570101,23065673,2562,1,UL
C53932800101,23066363,2562,1,UL
831620003992,22937440,2562,1,ULIP
831620003993,22937436,2562,1,ULIP
0000C5379720,39978959,2562,1,OL
C53855310101,23065181,2562,1,UL
C53902910101,23066189,2562,1,UL
C53949910101,23066600,2562,1,UL
C54101960101,23070299,2562,1,UL
