,applicationid,applicationno,agentid,updatedate,
,42276,620000866,0000641289,2019-06-13 21:55:39.954,
,42184,620000778,0000641289,2019-06-13 21:55:39.946,
,42589,620001193,0000641289,2019-06-13 21:55:39.938,
,42428,620001028,0000641289,2019-06-13 21:55:39.934,
,42673,620001277,0000641289,2019-06-13 21:55:39.926,
,42752,620001357,0000641289,2019-06-13 21:55:39.917,
,42820,620001426,0000641289,2019-06-13 21:55:39.91,
,42884,620001493,0000641289,2019-06-13 21:55:39.902,
,42990,620001601,0000641289,2019-06-13 21:55:39.894,
,43075,620001686,0000641289,2019-06-13 21:55:39.886,
,43166,620001778,0000641289,2019-06-13 21:55:39.878,
,43215,620001830,0000641289,2019-06-13 21:55:39.87,
,43229,620001850,0000641289,2019-06-13 21:55:39.866,
,43344,620001964,0000641289,2019-06-13 21:55:39.858,
,43615,620002243,0000641289,2019-06-13 21:55:39.846,
,43847,620002475,0000641289,2019-06-13 21:55:39.826,
,44032,620002666,0000641289,2019-06-13 21:55:39.814,
,42085,620000678,0000643479,2019-06-13 21:55:29.85,
,42406,620001006,0000643479,2019-06-13 21:55:29.83,
,42481,620001083,0000643479,2019-06-13 21:55:29.822,
,42864,620001474,0000643479,2019-06-13 21:55:29.81,
,43107,620001720,0000643479,2019-06-13 21:55:29.802,
,43350,620001973,0000643479,2019-06-13 21:55:29.791,
,43442,620002067,0000643479,2019-06-13 21:55:29.786,
,43709,620002340,0000643479,2019-06-13 21:55:29.774,
,43808,620002438,0000643479,2019-06-13 21:55:29.766,
,44027,620002659,0000643479,2019-06-13 21:55:29.754,
,43242,620001862,0000643479,2019-06-13 21:55:29.746,
,42201,620000797,0000135063,2019-06-13 21:54:55.594,
,42386,620000986,0000135063,2019-06-13 21:54:55.593,
,42239,620000834,0000135063,2019-06-13 21:54:55.593,
,42587,620001192,0000135063,2019-06-13 21:54:55.592,
,42472,620001072,0000135063,2019-06-13 21:54:55.592,
,42669,620001270,0000135063,2019-06-13 21:54:55.591,
,42866,620001471,0000135063,2019-06-13 21:54:55.59,
,42772,620001379,0000135063,2019-06-13 21:54:55.59,
,43066,620001677,0000135063,2019-06-13 21:54:55.589,
,43097,620001712,0000135063,2019-06-13 21:54:55.588,
,43157,620001772,0000135063,2019-06-13 21:54:55.587,
,43243,620001863,0000135063,2019-06-13 21:54:55.587,
,43342,620001969,0000135063,2019-06-13 21:54:55.586,
,43544,620002171,0000135063,2019-06-13 21:54:55.584,
,43385,620002008,0000135063,2019-06-13 21:54:55.584,
,43726,620002354,0000135063,2019-06-13 21:54:55.581,
,42261,620000855,0000624345,2019-06-13 21:54:55.56,
,42490,620001092,0000624345,2019-06-13 21:54:55.557,
,42582,620001186,0000624345,2019-06-13 21:54:55.556,
,42969,620001581,0000624345,2019-06-13 21:54:55.555,
,42765,620001374,0000624345,2019-06-13 21:54:55.555,
,43171,620001784,0000624345,2019-06-13 21:54:55.553,
,42858,620001467,0000624345,2019-06-13 21:54:55.553,
,43250,620001873,0000624345,2019-06-13 21:54:55.552,
,43457,620002083,0000624345,2019-06-13 21:54:55.551,
,43540,620002167,0000624345,2019-06-13 21:54:55.551,
,43632,620002263,0000624345,2019-06-13 21:54:55.55,
,43746,620002376,0000624345,2019-06-13 21:54:55.549,
,43940,620002570,0000624345,2019-06-13 21:54:55.547,
,44018,620002651,0000624345,2019-06-13 21:54:55.546,
,42122,620000716,0000102824,2019-06-13 21:54:52.454,
,42213,620000808,0000102824,2019-06-13 21:54:52.453,
,42608,620001212,0000102824,2019-06-13 21:54:52.452,
,42685,620001289,0000102824,2019-06-13 21:54:52.451,
,42870,620001479,0000102824,2019-06-13 21:54:52.45,
,42754,620001359,0000102824,2019-06-13 21:54:52.45,
,43167,620001783,0000102824,2019-06-13 21:54:52.448,
,42568,620001171,0000102824,2019-06-13 21:54:52.447,
,42369,620000968,0000102824,2019-06-13 21:54:52.446,
,43265,620001885,0000102824,2019-06-13 21:54:52.446,
,43621,620002248,0000102824,2019-06-13 21:54:52.444,
,43598,620002226,0000102824,2019-06-13 21:54:52.444,
,43684,620002313,0000102824,2019-06-13 21:54:52.443,
,43731,620002359,0000102824,2019-06-13 21:54:52.442,
,43814,620002443,0000102824,2019-06-13 21:54:52.441,
,43932,620002563,0000102824,2019-06-13 21:54:52.441,
,44019,620002647,0000102824,2019-06-13 21:54:52.44,
,42310,620000908,0000516895,2019-06-13 21:54:24.336,
,42595,620001199,0000516895,2019-06-13 21:54:24.335,
,42501,620001104,0000516895,2019-06-13 21:54:24.335,
,42880,620001489,0000516895,2019-06-13 21:54:24.333,
,43050,620001659,0000516895,2019-06-13 21:54:24.332,
,42947,620001556,0000516895,2019-06-13 21:54:24.332,
,43164,620001765,0000516895,2019-06-13 21:54:24.331,
,43312,620001932,0000516895,2019-06-13 21:54:24.33,
,43358,620001981,0000516895,2019-06-13 21:54:24.33,
,43422,620002045,0000516895,2019-06-13 21:54:24.329,
,43539,620002166,0000516895,2019-06-13 21:54:24.329,
,43641,620002269,0000516895,2019-06-13 21:54:24.328,
,43713,620002342,0000516895,2019-06-13 21:54:24.327,
,43939,620002571,0000516895,2019-06-13 21:54:24.326,
,42678,620001282,0000516895,2019-06-13 21:54:24.325,
,44023,620002655,0000516895,2019-06-13 21:54:24.324,
,42571,620001172,0000005826,2019-06-13 21:54:22.417,
,42287,620000878,0000005826,2019-06-13 21:54:22.417,
,42681,620001286,0000005826,2019-06-13 21:54:22.416,
,42464,620001065,0000005826,2019-06-13 21:54:22.415,
,42972,620001583,0000005826,2019-06-13 21:54:22.415,
,43064,620001672,0000005826,2019-06-13 21:54:22.414,
,43257,620001877,0000005826,2019-06-13 21:54:22.413,
,43517,620002143,0000005826,2019-06-13 21:54:22.412,
,43501,620002128,0000005826,2019-06-13 21:54:22.412,
,43423,620002047,0000005826,2019-06-13 21:54:22.411,
,43349,620001970,0000005826,2019-06-13 21:54:22.41,
,42119,620000712,0000005826,2019-06-13 21:54:22.41,
,43846,620002476,0000005826,2019-06-13 21:54:22.409,
,43892,620002520,0000005826,2019-06-13 21:54:22.408,
,43908,620002539,0000005826,2019-06-13 21:54:22.407,
,42117,620000702,0000160267,2019-06-13 21:54:19.945,
,42463,620001064,0000160267,2019-06-13 21:54:19.944,
,42580,620001185,0000160267,2019-06-13 21:54:19.943,
,42760,620001364,0000160267,2019-06-13 21:54:19.942,
,42513,620001116,0000160267,2019-06-13 21:54:19.942,
,42966,620001577,0000160267,2019-06-13 21:54:19.941,
,42862,620001469,0000160267,2019-06-13 21:54:19.941,
,43024,620001635,0000160267,2019-06-13 21:54:19.94,
,43151,620001766,0000160267,2019-06-13 21:54:19.939,
,43058,620001668,0000160267,2019-06-13 21:54:19.939,
,43210,620001820,0000160267,2019-06-13 21:54:19.938,
,43237,620001857,0000160267,2019-06-13 21:54:19.937,
,42300,620000900,0000160267,2019-06-13 21:54:19.935,
,43637,620002265,0000160267,2019-06-13 21:54:19.935,
,43819,620002447,0000160267,2019-06-13 21:54:19.933,
,44007,620002638,0000160267,2019-06-13 21:54:19.931,
,42113,620000705,0000002767,2019-06-13 21:54:18.035,
,42301,620000898,0000002767,2019-06-13 21:54:18.034,
,42597,620001201,0000002767,2019-06-13 21:54:18.033,
,42717,620001322,0000002767,2019-06-13 21:54:18.032,
,42668,620001274,0000002767,2019-06-13 21:54:18.032,
,42786,620001392,0000002767,2019-06-13 21:54:18.031,
,43074,620001687,0000002767,2019-06-13 21:54:18.03,
,42857,620001466,0000002767,2019-06-13 21:54:18.03,
,43156,620001777,0000002767,2019-06-13 21:54:18.029,
,43226,620001846,0000002767,2019-06-13 21:54:18.028,
,43435,620002060,0000002767,2019-06-13 21:54:18.027,
,43279,620001899,0000002767,2019-06-13 21:54:18.027,
,43551,620002181,0000002767,2019-06-13 21:54:18.026,
,43708,620002335,0000002767,2019-06-13 21:54:18.025,
,43616,620002246,0000002767,2019-06-13 21:54:18.025,
,43771,620002400,0000002767,2019-06-13 21:54:18.024,
,43823,620002451,0000002767,2019-06-13 21:54:18.023,
,43870,620002498,0000002767,2019-06-13 21:54:18.022,
,43942,620002573,0000002767,2019-06-13 21:54:18.021,
,43975,620002608,0000002767,2019-06-13 21:54:18.02,
,44006,620002637,0000002767,2019-06-13 21:54:18.019,
,42185,620000779,0000653726,2019-06-13 06:56:06.228,
,42293,620000888,0000653726,2019-06-13 06:56:06.22,
,42404,620001004,0000653726,2019-06-13 06:56:06.212,
,42670,620001275,0000653726,2019-06-13 06:56:06.196,
,42773,620001380,0000653726,2019-06-13 06:56:06.188,
,42949,620001558,0000653726,2019-06-13 06:56:06.18,
,43072,620001684,0000653726,2019-06-13 06:56:06.168,
,43141,620001756,0000653726,2019-06-13 06:56:06.156,
,43376,620001997,0000653726,2019-06-13 06:56:06.148,
,43424,620002046,0000653726,2019-06-13 06:56:06.14,
,43547,620002176,0000653726,2019-06-13 06:56:06.132,
,43747,620002375,0000653726,2019-06-13 06:56:06.112,
,43937,620002569,0000653726,2019-06-13 06:56:06.08,
,42088,620000682,0000560498,2019-06-13 06:55:29.584,
,42182,620000774,0000560498,2019-06-13 06:55:29.572,
,42484,620001087,0000560498,2019-06-13 06:55:29.568,
,42567,620001169,0000560498,2019-06-13 06:55:29.564,
,42787,620001396,0000560498,2019-06-13 06:55:29.54,
,42923,620001532,0000560498,2019-06-13 06:55:29.528,
,42951,620001560,0000560498,2019-06-13 06:55:29.52,
,43263,620001884,0000560498,2019-06-13 06:55:29.508,
,43361,620001984,0000560498,2019-06-13 06:55:29.5,
,43647,620002277,0000560498,2019-06-13 06:55:29.488,
,43733,620002363,0000560498,2019-06-13 06:55:29.48,
,43828,620002457,0000560498,2019-06-13 06:55:29.468,
,43935,620002568,0000560498,2019-06-13 06:55:29.452,
,42057,620000644,0000016628,2019-06-13 06:55:06.184,
,42104,620000697,0000016628,2019-06-13 06:55:06.176,
,42177,620000769,0000016628,2019-06-13 06:55:06.172,
,42229,620000823,0000016628,2019-06-13 06:55:06.164,
,42405,620001005,0000016628,2019-06-13 06:55:06.144,
,42493,620001093,0000016628,2019-06-13 06:55:06.136,
,42569,620001173,0000016628,2019-06-13 06:55:06.128,
,42868,620001478,0000016628,2019-06-13 06:55:06.1,
,42950,620001563,0000016628,2019-06-13 06:55:06.092,
,43323,620001945,0000016628,2019-06-13 06:55:06.064,
,42802,620001408,0000016628,2019-06-13 06:55:06.056,
,43549,620002179,0000016628,2019-06-13 06:55:06.036,
,43673,620002302,0000016628,2019-06-13 06:55:06.028,
,43614,620002241,0000016628,2019-06-13 06:55:06.009,
,43827,620002456,0000016628,2019-06-13 06:55:06.004,
,43934,620002566,0000016628,2019-06-13 06:55:05.996,
,42120,620000714,0000059218,2019-06-13 06:54:50.028,
,42186,620000777,0000059218,2019-06-13 06:54:50.027,
,42346,620000942,0000059218,2019-06-13 06:54:50.026,
,42375,620000976,0000059218,2019-06-13 06:54:50.025,
,42590,620001195,0000059218,2019-06-13 06:54:50.023,
,42496,620001098,0000059218,2019-06-13 06:54:50.023,
,42978,620001589,0000059218,2019-06-13 06:54:50.022,
,42666,620001272,0000059218,2019-06-13 06:54:50.022,
,43165,620001779,0000059218,2019-06-13 06:54:50.019,
,43445,620002068,0000059218,2019-06-13 06:54:50.016,
,43542,620002168,0000059218,2019-06-13 06:54:50.015,
,43741,620002368,0000059218,2019-06-13 06:54:50.003,
,42845,620001452,0000059218,2019-06-13 06:54:50.002,
,43912,620002543,0000059218,2019-06-13 06:54:50,
,42123,620000718,0000195464,2019-06-13 06:54:44.96,
,42183,620000776,0000195464,2019-06-13 06:54:44.959,
,42297,620000893,0000195464,2019-06-13 06:54:44.958,
,42387,620000987,0000195464,2019-06-13 06:54:44.958,
,42479,620001082,0000195464,2019-06-13 06:54:44.957,
,42545,620001148,0000195464,2019-06-13 06:54:44.957,
,42594,620001198,0000195464,2019-06-13 06:54:44.956,
,42676,620001284,0000195464,2019-06-13 06:54:44.955,
,43054,620001666,0000195464,2019-06-13 06:54:44.952,
,43264,620001886,0000195464,2019-06-13 06:54:44.95,
,43333,620001951,0000195464,2019-06-13 06:54:44.949,
,43534,620002161,0000195464,2019-06-13 06:54:44.948,
,43807,620002435,0000195464,2019-06-13 06:54:44.938,
,43922,620002552,0000195464,2019-06-13 06:54:44.937,
,42204,620000796,0000657243,2019-06-13 06:54:37.252,
,42467,620001068,0000657243,2019-06-13 06:54:37.249,
,42586,620001189,0000657243,2019-06-13 06:54:37.249,
,42770,620001377,0000657243,2019-06-13 06:54:37.247,
,42954,620001565,0000657243,2019-06-13 06:54:37.245,
,43073,620001685,0000657243,2019-06-13 06:54:37.245,
,43168,620001781,0000657243,2019-06-13 06:54:37.244,
,43249,620001869,0000657243,2019-06-13 06:54:37.243,
,43291,620001910,0000657243,2019-06-13 06:54:37.243,
,43337,620001957,0000657243,2019-06-13 06:54:37.242,
,43620,620002255,0000657243,2019-06-13 06:54:37.239,
,43805,620002434,0000657243,2019-06-13 06:54:37.237,
,43936,620002564,0000657243,2019-06-13 06:54:37.237,
,42105,620000696,0000649109,2019-06-13 06:54:37.025,
,42191,620000787,0000649109,2019-06-13 06:54:37.024,
,42282,620000873,0000649109,2019-06-13 06:54:37.023,
,42486,620001088,0000649109,2019-06-13 06:54:37.02,
,42875,620001483,0000649109,2019-06-13 06:54:37.017,
,42968,620001579,0000649109,2019-06-13 06:54:37.017,
,43076,620001688,0000649109,2019-06-13 06:54:37.016,
,43302,620001921,0000649109,2019-06-13 06:54:37.013,
,43456,620002082,0000649109,2019-06-13 06:54:37.012,
,43352,620001976,0000649109,2019-06-13 06:54:37.012,
,43519,620002145,0000649109,2019-06-13 06:54:37.011,
,43587,620002215,0000649109,2019-06-13 06:54:37.01,
,43645,620002275,0000649109,2019-06-13 06:54:37.009,
,43719,620002348,0000649109,2019-06-13 06:54:37.008,
,43761,620002390,0000649109,2019-06-13 06:54:37.008,
,43822,620002452,0000649109,2019-06-13 06:54:37.006,
,43904,620002535,0000649109,2019-06-13 06:54:37.005,
,43954,620002585,0000649109,2019-06-13 06:54:37.004,
,42115,620000704,0000000172,2019-06-13 06:54:22.398,
,42381,620000980,0000000172,2019-06-13 06:54:22.396,
,42494,620001096,0000000172,2019-06-13 06:54:22.396,
,43142,620001763,0000000172,2019-06-13 06:54:22.391,
,43357,620001982,0000000172,2019-06-13 06:54:22.39,
,43446,620002073,0000000172,2019-06-13 06:54:22.39,
,43648,620002278,0000000172,2019-06-13 06:54:22.389,
,43536,620002165,0000000172,2019-06-13 06:54:22.389,
,43723,620002351,0000000172,2019-06-13 06:54:22.388,
,43916,620002551,0000000172,2019-06-13 06:54:22.386,
,42118,620000710,0000632488,2019-06-13 06:54:19.592,
,42195,620000788,0000632488,2019-06-13 06:54:19.591,
,42689,620001292,0000632488,2019-06-13 06:54:19.588,
,42783,620001390,0000632488,2019-06-13 06:54:19.587,
,42876,620001485,0000632488,2019-06-13 06:54:19.586,
,42974,620001584,0000632488,2019-06-13 06:54:19.586,
,43059,620001670,0000632488,2019-06-13 06:54:19.585,
,43259,620001879,0000632488,2019-06-13 06:54:19.584,
,43143,620001758,0000632488,2019-06-13 06:54:19.584,
,43444,620002070,0000632488,2019-06-13 06:54:19.583,
,43662,620002291,0000632488,2019-06-13 06:54:19.582,
,43326,620001948,0000632488,2019-06-13 06:54:19.58,
,43815,620002445,0000632488,2019-06-13 06:54:19.579,
,42475,620001076,0000485065,2019-06-13 05:25:54.891,
,42324,620000921,0000485065,2019-06-13 05:25:54.881,
,42537,620001137,0000485065,2019-06-13 05:25:54.869,
,42690,620001295,0000485065,2019-06-13 05:25:54.857,
,42112,620000706,0000485065,2019-06-13 05:25:54.845,
,42755,620001361,0000485065,2019-06-13 05:25:54.833,
,42846,620001453,0000485065,2019-06-13 05:25:54.825,
,42975,620001585,0000485065,2019-06-13 05:25:54.817,
,43067,620001678,0000485065,2019-06-13 05:25:54.801,
,43359,620001980,0000485065,2019-06-13 05:25:54.789,
,43530,620002156,0000485065,2019-06-13 05:25:54.777,
,43635,620002266,0000485065,2019-06-13 05:25:54.765,
,43724,620002353,0000485065,2019-06-13 05:25:54.749,
,43831,620002460,0000485065,2019-06-13 05:25:54.737,
,42103,620000699,0000636549,2019-06-13 05:24:25.703,
,42190,620000784,0000636549,2019-06-13 05:24:25.702,
,42466,620001067,0000636549,2019-06-13 05:24:25.7,
,42556,620001161,0000636549,2019-06-13 05:24:25.699,
,42665,620001268,0000636549,2019-06-13 05:24:25.698,
,43036,620001647,0000636549,2019-06-13 05:24:25.696,
,43346,620001968,0000636549,2019-06-13 05:24:25.695,
,43639,620002268,0000636549,2019-06-13 05:24:25.692,
,43816,620002446,0000636549,2019-06-13 05:24:25.691,
,43725,620002355,0000636549,2019-06-13 05:24:25.691,
,43880,620002509,0000636549,2019-06-13 05:24:25.69,
,42093,620000685,0000596752,2019-06-13 03:56:10.086,
,42210,620000804,0000596752,2019-06-13 03:56:10.082,
,42393,620000993,0000596752,2019-06-13 03:56:10.071,
,42465,620001066,0000596752,2019-06-13 03:56:10.051,
,42563,620001166,0000596752,2019-06-13 03:56:10.018,
,42777,620001386,0000596752,2019-06-13 03:56:09.986,
,43051,620001661,0000596752,2019-06-13 03:56:09.96,
,43158,620001771,0000596752,2019-06-13 03:56:09.93,
,43341,620001959,0000596752,2019-06-13 03:56:09.904,
,43434,620002056,0000596752,2019-06-13 03:56:09.87,
,43548,620002177,0000596752,2019-06-13 03:56:09.858,
,43703,620002334,0000596752,2019-06-13 03:56:09.83,
,43743,620002374,0000596752,2019-06-13 03:56:09.819,
,00030246,610000360,0000557777,2019-06-13 03:55:16.91,
,42109,620000698,0000531315,2019-06-13 03:54:55.638,
,42205,620000799,0000531315,2019-06-13 03:54:55.63,
,42337,620000932,0000531315,2019-06-13 03:54:55.622,
,42395,620000995,0000531315,2019-06-13 03:54:55.614,
,42283,620000876,0000531315,2019-06-13 03:54:55.594,
,42575,620001178,0000531315,2019-06-13 03:54:55.586,
,42667,620001271,0000531315,2019-06-13 03:54:55.578,
,42753,620001358,0000531315,2019-06-13 03:54:55.57,
,42813,620001419,0000531315,2019-06-13 03:54:55.562,
,42850,620001461,0000531315,2019-06-13 03:54:55.554,
,42955,620001564,0000531315,2019-06-13 03:54:55.546,
,43061,620001671,0000531315,2019-06-13 03:54:55.542,
,43172,620001782,0000531315,2019-06-13 03:54:55.534,
,43253,620001872,0000531315,2019-06-13 03:54:55.526,
,43425,620002049,0000531315,2019-06-13 03:54:55.518,
,43613,620002242,0000531315,2019-06-13 03:54:55.502,
,43728,620002357,0000531315,2019-06-13 03:54:55.494,
,42090,620000683,0000581453,2019-06-13 02:24:11.399,
,42289,620000889,0000581453,2019-06-13 02:24:11.397,
,42468,620001069,0000581453,2019-06-13 02:24:11.396,
,42367,620000965,0000581453,2019-06-13 02:24:11.396,
,42788,620001395,0000581453,2019-06-13 02:24:11.393,
,42973,620001586,0000581453,2019-06-13 02:24:11.392,
,43119,620001732,0000581453,2019-06-13 02:24:11.39,
,43154,620001776,0000581453,2019-06-13 02:24:11.39,
,43234,620001854,0000581453,2019-06-13 02:24:11.389,
,43360,620001983,0000581453,2019-06-13 02:24:11.388,
,43546,620002175,0000581453,2019-06-13 02:24:11.387,
,43644,620002273,0000581453,2019-06-13 02:24:11.386,
,00031244,610005398,0000155726,2019-06-11 23:25:10.834,
,00031179,610005338,0000016407,2019-06-11 21:54:37.142,
,00030817,610003518,0000617126,2019-06-11 20:53:18.487,
,00030674,610002404,0000617126,2019-06-11 20:53:18.459,
,00031189,610005350,0000617126,2019-06-11 20:53:18.443,
,00030823,610003599,0000617126,2019-06-11 20:53:18.431,
,00030650,610002219,0000617126,2019-06-11 20:53:18.415,
,00031250,610005433,0000617126,2019-06-11 20:53:18.403,
,41415,610016234,0000098610,2019-06-11 20:25:17.986,
,00031309,610005520,0000098610,2019-06-11 20:25:17.978,
,41271,610016092,0000098610,2019-06-11 20:25:17.974,
,00031404,610005613,0000098610,2019-06-11 20:25:17.966,
,00031502,610005699,0000098610,2019-06-11 20:25:17.962,
,00032715,610007233,0000098610,2019-06-11 20:25:17.954,
,00031611,610005880,0000098610,2019-06-11 20:25:17.946,
,00031796,610006109,0000098610,2019-06-11 20:25:17.938,
,00032003,610006336,0000098610,2019-06-11 20:25:17.93,
,00032070,610006421,0000098610,2019-06-11 20:25:17.926,
,00032285,610006761,0000098610,2019-06-11 20:25:17.914,
,00032919,610007467,0000098610,2019-06-11 20:25:17.906,
,00032309,610006789,0000098610,2019-06-11 20:25:17.898,
,00032439,610006940,0000098610,2019-06-11 20:25:17.89,
,00032518,610007025,0000098610,2019-06-11 20:25:17.882,
,00032596,610007115,0000098610,2019-06-11 20:25:17.874,
,34650,610009380,0000098610,2019-06-11 20:25:17.866,
,00033101,610007668,0000098610,2019-06-11 20:25:17.858,
,35381,610010122,0000098610,2019-06-11 20:25:17.85,
,00033325,610007907,0000098610,2019-06-11 20:25:17.842,
,41320,610016138,0000098610,2019-06-11 20:25:17.834,
,34882,610009614,0000098610,2019-06-11 20:25:17.826,
,35475,610010211,0000098610,2019-06-11 20:25:17.818,
,00033642,610008222,0000098610,2019-06-11 20:25:17.81,
,00033708,610008312,0000098610,2019-06-11 20:25:17.802,
,35757,610010491,0000098610,2019-06-11 20:25:17.794,
,34975,610009717,0000098610,2019-06-11 20:25:17.782,
,00033852,610008462,0000098610,2019-06-11 20:25:17.774,
,35082,610009812,0000098610,2019-06-11 20:25:17.766,
,35557,610010313,0000098610,2019-06-11 20:25:17.758,
,34086,610008814,0000098610,2019-06-11 20:25:17.75,
,34275,610009024,0000098610,2019-06-11 20:25:17.742,
,35262,610010025,0000098610,2019-06-11 20:25:17.73,
,35876,610010617,0000098610,2019-06-11 20:25:17.718,
,41362,610016187,0000098610,2019-06-11 20:25:17.706,
,35929,610010671,0000098610,2019-06-11 20:25:17.694,
,36135,610010884,0000098610,2019-06-11 20:25:17.686,
,36199,610010950,0000098610,2019-06-11 20:25:17.678,
,36325,610011069,0000098610,2019-06-11 20:25:17.674,
,36512,610011262,0000098610,2019-06-11 20:25:17.666,
,36624,610011372,0000098610,2019-06-11 20:25:17.654,
,39059,610013845,0000098610,2019-06-11 20:25:17.646,
,37021,610011769,0000098610,2019-06-11 20:25:17.638,
,39116,610013899,0000098610,2019-06-11 20:25:17.634,
,37284,610012041,0000098610,2019-06-11 20:25:17.626,
,37378,610012130,0000098610,2019-06-11 20:25:17.618,
,37643,610012408,0000098610,2019-06-11 20:25:17.61,
,39198,610013985,0000098610,2019-06-11 20:25:17.602,
,37952,610012710,0000098610,2019-06-11 20:25:17.594,
,38076,610012833,0000098610,2019-06-11 20:25:17.586,
,38268,610013028,0000098610,2019-06-11 20:25:17.578,
,38509,610013262,0000098610,2019-06-11 20:25:17.57,
,38590,610013348,0000098610,2019-06-11 20:25:17.562,
,38699,610013458,0000098610,2019-06-11 20:25:17.556,
,39390,610014174,0000098610,2019-06-11 20:25:17.55,
,39737,610014521,0000098610,2019-06-11 20:25:17.542,
,39856,610014635,0000098610,2019-06-11 20:25:17.536,
,39969,610014753,0000098610,2019-06-11 20:25:17.53,
,40361,610015142,0000098610,2019-06-11 20:25:17.522,
,40408,610015195,0000098610,2019-06-11 20:25:17.514,
,40549,610015334,0000098610,2019-06-11 20:25:17.506,
,40748,610015533,0000098610,2019-06-11 20:25:17.498,
,40915,610015706,0000098610,2019-06-11 20:25:17.49,
,41031,610015816,0000098610,2019-06-11 20:25:17.482,
,41204,610016011,0000098610,2019-06-11 20:25:17.474,
,35675,610010414,0000098610,2019-06-11 20:25:17.465,
,34676,610009421,0000098610,2019-06-11 20:25:17.454,
,00033454,610008037,0000098610,2019-06-11 20:25:17.442,
,38977,610013784,0000098610,2019-06-11 20:25:17.43,
,36439,610011192,0000098610,2019-06-11 20:25:17.427,
,36702,610011465,0000098610,2019-06-11 20:25:17.422,
,37207,610011963,0000098610,2019-06-11 20:25:17.41,
,37587,610012344,0000098610,2019-06-11 20:25:17.394,
,37750,610012520,0000098610,2019-06-11 20:25:17.382,
,38402,610013176,0000098610,2019-06-11 20:25:17.37,
,39571,610014367,0000098610,2019-06-11 20:25:17.358,
,40177,610014963,0000098610,2019-06-11 20:25:17.351,
,40850,610015640,0000098610,2019-06-11 20:25:17.338,
,00031121,610005280,0000098610,2019-06-11 20:25:17.206,
,00030694,610002523,0000098610,2019-06-11 20:25:17.194,
,00030752,610003273,0000098610,2019-06-11 20:25:17.186,
,00031221,610005397,0000098610,2019-06-11 20:25:17.178,
,00030764,610003325,0000628055,2019-06-11 19:23:22.001,
,00031279,610005477,0000628055,2019-06-11 19:23:21.99,
,00030715,610002829,0000628055,2019-06-11 19:23:21.982,
,00030821,610003528,0000016970,2019-06-11 19:22:56.766,
,00031152,610005315,0000016970,2019-06-11 19:22:56.734,
,00030704,610002600,0000016970,2019-06-11 19:22:56.722,
,00030779,610003340,0000016970,2019-06-11 19:22:56.71,
,00030697,610002535,0000016970,2019-06-11 19:22:56.698,
,00031261,610005455,0000016970,2019-06-11 19:22:56.686,
,00031280,610005467,0000015545,2019-06-11 19:21:54.462,
,00030699,610002545,0000015545,2019-06-11 19:21:54.442,
,00030677,610002447,0000015545,2019-06-11 19:21:54.426,
,00030706,610002732,0000015545,2019-06-11 19:21:54.41,
,00031140,610005298,0000015545,2019-06-11 19:21:54.398,
,00031214,610005374,0000015545,2019-06-11 19:21:54.386,
,00031174,610005327,0000618092,2019-06-11 19:21:31.894,
,00030636,610002105,0000618092,2019-06-11 19:21:31.87,
,00030651,610002233,0000618092,2019-06-11 19:21:31.856,
,00030727,610002999,0000012552,2019-06-11 19:21:14.15,
,00030798,610003419,0000012552,2019-06-11 19:21:14.13,
,00031273,610005474,0000012552,2019-06-11 19:21:14.114,
,00031166,610005318,0000012552,2019-06-11 19:21:14.106,
,00030693,610002524,0000012552,2019-06-11 19:21:14.097,
,00030661,610002244,0000012552,2019-06-11 19:21:14.066,
,00030772,610003334,0000632550,2019-06-11 19:20:46.498,
,00031144,610005304,0000632550,2019-06-11 19:20:46.47,
,00031269,610005463,0000632550,2019-06-11 19:20:46.462,
,00030796,610003418,0000564143,2019-06-11 19:20:44.202,
,00030726,610002947,0000564143,2019-06-11 19:20:44.194,
,00030836,610003745,0000564143,2019-06-11 19:20:44.186,
,00030656,610002239,0000564143,2019-06-11 19:20:44.162,
,00030666,610002320,0000564143,2019-06-11 19:20:44.146,
,00031274,610005472,0000564143,2019-06-11 19:20:44.138,
,00030724,610002944,0000027292,2019-06-11 19:20:38.47,
,00031218,610005382,0000027292,2019-06-11 19:20:38.462,
,00030673,610002402,0000027292,2019-06-11 19:20:38.449,
,00030797,610003415,0000027292,2019-06-11 19:20:38.442,
,00030663,610002246,0000027292,2019-06-11 19:20:38.434,
,00030733,610003120,0000027292,2019-06-11 19:20:38.426,
,00030768,610003330,0000027292,2019-06-11 19:20:38.418,
,00031207,610005366,0000027292,2019-06-11 19:20:38.41,
,00030807,610003502,0000093842,2019-06-11 19:20:36.59,
,00030638,610002125,0000093842,2019-06-11 19:20:36.582,
,00031229,610005393,0000093842,2019-06-11 19:20:36.564,
,00031141,610005306,0000093842,2019-06-11 19:20:36.558,
,00030774,610003339,0000093842,2019-06-11 19:20:36.538,
,00030665,610002302,0000521318,2019-06-11 19:20:35.671,
,00031153,610005322,0000521318,2019-06-11 19:20:35.666,
,00030696,610002536,0000626671,2019-06-11 19:20:31.982,
,00030641,610002128,0000626671,2019-06-11 19:20:31.974,
,00030741,610003212,0000626671,2019-06-11 19:20:31.97,
,00031203,610005363,0000626671,2019-06-11 19:20:31.962,
,00031238,610005407,0000626671,2019-06-11 19:20:31.954,
,00030621,610001851,0000003868,2019-06-11 19:20:29.954,
