,applicationid,applicationno,agentid,updatedate,
,42399,620001000,0000610627,2019-06-13 21:56:21.066,
,42682,620001291,0000610627,2019-06-13 21:56:21.058,
,42470,620001071,0000610627,2019-06-13 21:56:21.038,
,42863,620001468,0000610627,2019-06-13 21:56:21.03,
,42959,620001569,0000610627,2019-06-13 21:56:21.022,
,43041,620001648,0000610627,2019-06-13 21:56:21.014,
,43134,620001748,0000610627,2019-06-13 21:56:21.006,
,43426,620002048,0000610627,2019-06-13 21:56:20.998,
,43529,620002157,0000610627,2019-06-13 21:56:20.99,
,43737,620002369,0000610627,2019-06-13 21:56:20.982,
,43332,620001955,0000610627,2019-06-13 21:56:20.974,
,44038,620002671,0000610627,2019-06-13 21:56:20.954,
,42211,620000807,0000501190,2019-06-13 21:56:20.726,
,42311,620000906,0000501190,2019-06-13 21:56:20.722,
,42437,620001039,0000501190,2019-06-13 21:56:20.714,
,42477,620001078,0000501190,2019-06-13 21:56:20.706,
,42581,620001184,0000501190,2019-06-13 21:56:20.702,
,42656,620001260,0000501190,2019-06-13 21:56:20.694,
,42727,620001333,0000501190,2019-06-13 21:56:20.686,
,42779,620001388,0000501190,2019-06-13 21:56:20.679,
,42860,620001470,0000501190,2019-06-13 21:56:20.674,
,42916,620001525,0000501190,2019-06-13 21:56:20.666,
,42956,620001566,0000501190,2019-06-13 21:56:20.654,
,43266,620001882,0000501190,2019-06-13 21:56:20.642,
,43046,620001657,0000501190,2019-06-13 21:56:20.634,
,43453,620002079,0000501190,2019-06-13 21:56:20.626,
,43516,620002144,0000501190,2019-06-13 21:56:20.622,
,43714,620002343,0000501190,2019-06-13 21:56:20.61,
,43840,620002469,0000501190,2019-06-13 21:56:20.606,
,43927,620002559,0000501190,2019-06-13 21:56:20.599,
,43986,620002618,0000501190,2019-06-13 21:56:20.594,
,44029,620002662,0000501190,2019-06-13 21:56:20.586,
,42308,620000905,0000098610,2019-06-13 21:56:20.554,
,42671,620001276,0000098610,2019-06-13 21:56:20.542,
,42977,620001588,0000098610,2019-06-13 21:56:20.534,
,43065,620001674,0000098610,2019-06-13 21:56:20.528,
,43132,620001745,0000098610,2019-06-13 21:56:20.522,
,43260,620001881,0000098610,2019-06-13 21:56:20.514,
,43331,620001947,0000098610,2019-06-13 21:56:20.506,
,43394,620002018,0000098610,2019-06-13 21:56:20.5,
,43643,620002272,0000098610,2019-06-13 21:56:20.478,
,42758,620001365,0000098610,2019-06-13 21:56:20.476,
,43734,620002362,0000098610,2019-06-13 21:56:20.47,
,43821,620002450,0000098610,2019-06-13 21:56:20.462,
,43909,620002540,0000098610,2019-06-13 21:56:20.454,
,44004,620002635,0000098610,2019-06-13 21:56:20.45,
,42107,620000708,0000591982,2019-06-13 21:56:17.394,
,42198,620000791,0000591982,2019-06-13 21:56:17.386,
,42618,620001224,0000591982,2019-06-13 21:56:17.358,
,42851,620001458,0000591982,2019-06-13 21:56:17.338,
,43069,620001683,0000591982,2019-06-13 21:56:17.326,
,43139,620001764,0000591982,2019-06-13 21:56:17.318,
,43231,620001851,0000591982,2019-06-13 21:56:17.31,
,43436,620002062,0000591982,2019-06-13 21:56:17.302,
,43576,620002203,0000591982,2019-06-13 21:56:17.294,
,43633,620002264,0000591982,2019-06-13 21:56:17.286,
,43844,620002472,0000591982,2019-06-13 21:56:17.274,
,43515,620002141,0000591982,2019-06-13 21:56:17.266,
,43998,620002629,0000591982,2019-06-13 21:56:17.254,
,42418,620001017,0000016407,2019-06-13 21:56:12.326,
,42694,620001299,0000016407,2019-06-13 21:56:12.306,
,42979,620001590,0000016407,2019-06-13 21:56:12.286,
,42373,620000972,0000016407,2019-06-13 21:56:12.278,
,43055,620001667,0000016407,2019-06-13 21:56:12.27,
,43144,620001755,0000016407,2019-06-13 21:56:12.262,
,43347,620001966,0000016407,2019-06-13 21:56:12.254,
,43718,620002347,0000016407,2019-06-13 21:56:12.226,
,43830,620002461,0000016407,2019-06-13 21:56:12.218,
,43929,620002560,0000016407,2019-06-13 21:56:12.212,
,44028,620002660,0000016407,2019-06-13 21:56:12.21,
,42212,620000806,0000535956,2019-06-13 21:56:12.17,
,42278,620000871,0000535956,2019-06-13 21:56:12.162,
,42566,620001170,0000535956,2019-06-13 21:56:12.142,
,42693,620001297,0000535956,2019-06-13 21:56:12.134,
,42776,620001383,0000535956,2019-06-13 21:56:12.126,
,43230,620001849,0000535956,2019-06-13 21:56:12.106,
,43433,620002059,0000535956,2019-06-13 21:56:12.098,
,43554,620002182,0000535956,2019-06-13 21:56:12.09,
,43642,620002270,0000535956,2019-06-13 21:56:12.082,
,43811,620002441,0000535956,2019-06-13 21:56:12.07,
,43923,620002554,0000535956,2019-06-13 21:56:12.062,
,44026,620002657,0000535956,2019-06-13 21:56:12.054,
,42218,620000811,0000139405,2019-06-13 21:56:09.478,
,42290,620000886,0000139405,2019-06-13 21:56:09.47,
,42879,620001487,0000139405,2019-06-13 21:56:09.446,
,43062,620001675,0000139405,2019-06-13 21:56:09.438,
,43258,620001880,0000139405,2019-06-13 21:56:09.422,
,43418,620002041,0000139405,2019-06-13 21:56:09.41,
,43491,620002117,0000139405,2019-06-13 21:56:09.4,
,43541,620002169,0000139405,2019-06-13 21:56:09.394,
,43622,620002251,0000139405,2019-06-13 21:56:09.386,
,43817,620002448,0000139405,2019-06-13 21:56:09.378,
,44017,620002648,0000139405,2019-06-13 21:56:09.366,
,42585,620001190,0000490263,2019-06-13 21:56:07.422,
,42641,620001245,0000490263,2019-06-13 21:56:07.414,
,42759,620001362,0000490263,2019-06-13 21:56:07.406,
,42896,620001504,0000490263,2019-06-13 21:56:07.394,
,42939,620001548,0000490263,2019-06-13 21:56:07.386,
,43335,620001958,0000490263,2019-06-13 21:56:07.366,
,43419,620002042,0000490263,2019-06-13 21:56:07.358,
,43650,620002280,0000490263,2019-06-13 21:56:07.35,
,42662,620001265,0000490263,2019-06-13 21:56:07.33,
,43730,620002360,0000490263,2019-06-13 21:56:07.322,
,43829,620002458,0000490263,2019-06-13 21:56:07.314,
,43924,620002556,0000490263,2019-06-13 21:56:07.306,
,42121,620000707,0000155726,2019-06-13 21:56:04.93,
,42500,620001103,0000155726,2019-06-13 21:56:04.922,
,42680,620001285,0000155726,2019-06-13 21:56:04.914,
,42874,620001484,0000155726,2019-06-13 21:56:04.902,
,42970,620001582,0000155726,2019-06-13 21:56:04.894,
,43038,620001650,0000155726,2019-06-13 21:56:04.886,
,43153,620001760,0000155726,2019-06-13 21:56:04.878,
,43409,620002032,0000155726,2019-06-13 21:56:04.862,
,43439,620002065,0000155726,2019-06-13 21:56:04.854,
,43638,620002271,0000155726,2019-06-13 21:56:04.832,
,43227,620001847,0000155726,2019-06-13 21:56:04.826,
,43738,620002366,0000155726,2019-06-13 21:56:04.818,
,43834,620002463,0000155726,2019-06-13 21:56:04.81,
,43938,620002567,0000155726,2019-06-13 21:56:04.802,
,43966,620002596,0000155726,2019-06-13 21:56:04.794,
,42216,620000809,0000712943,2019-06-13 21:56:04.23,
,42291,620000890,0000712943,2019-06-13 21:56:04.222,
,42396,620000994,0000712943,2019-06-13 21:56:04.214,
,42558,620001162,0000712943,2019-06-13 21:56:04.206,
,42833,620001440,0000712943,2019-06-13 21:56:04.194,
,42854,620001464,0000712943,2019-06-13 21:56:04.186,
,42965,620001576,0000712943,2019-06-13 21:56:04.182,
,43170,620001786,0000712943,2019-06-13 21:56:04.166,
,43254,620001874,0000712943,2019-06-13 21:56:04.158,
,43348,620001974,0000712943,2019-06-13 21:56:04.15,
,43449,620002077,0000712943,2019-06-13 21:56:04.142,
,43537,620002164,0000712943,2019-06-13 21:56:04.134,
,43629,620002258,0000712943,2019-06-13 21:56:04.126,
,43748,620002377,0000712943,2019-06-13 21:56:04.118,
,43824,620002453,0000712943,2019-06-13 21:56:04.11,
,44009,620002641,0000712943,2019-06-13 21:56:04.098,
,42060,620000648,0000071407,2019-06-13 21:56:02.738,
,42116,620000709,0000071407,2019-06-13 21:56:02.73,
,42285,620000882,0000071407,2019-06-13 21:56:02.722,
,42498,620001101,0000071407,2019-06-13 21:56:02.714,
,42592,620001197,0000071407,2019-06-13 21:56:02.703,
,42688,620001294,0000071407,2019-06-13 21:56:02.695,
,42749,620001354,0000071407,2019-06-13 21:56:02.69,
,42962,620001572,0000071407,2019-06-13 21:56:02.678,
,43136,620001749,0000071407,2019-06-13 21:56:02.67,
,43233,620001853,0000071407,2019-06-13 21:56:02.662,
,43334,620001954,0000071407,2019-06-13 21:56:02.654,
,43469,620002095,0000071407,2019-06-13 21:56:02.649,
,43545,620002172,0000071407,2019-06-13 21:56:02.634,
,43626,620002250,0000071407,2019-06-13 21:56:02.626,
,43825,620002454,0000071407,2019-06-13 21:56:02.606,
,44024,620002656,0000071407,2019-06-13 21:56:02.594,
,42217,620000810,0000626786,2019-06-13 21:56:02.334,
,42398,620000999,0000626786,2019-06-13 21:56:02.326,
,42790,620001397,0000626786,2019-06-13 21:56:02.31,
,43052,620001665,0000626786,2019-06-13 21:56:02.302,
,43197,620001808,0000626786,2019-06-13 21:56:02.295,
,43268,620001887,0000626786,2019-06-13 21:56:02.291,
,43455,620002080,0000626786,2019-06-13 21:56:02.286,
,43152,620001769,0000626786,2019-06-13 21:56:02.274,
,43651,620002279,0000626786,2019-06-13 21:56:02.267,
,43931,620002562,0000626786,2019-06-13 21:56:02.258,
,44054,620002687,0000626786,2019-06-13 21:56:02.247,
,42058,620000645,0000499968,2019-06-13 21:56:01.553,
,42102,620000691,0000499968,2019-06-13 21:56:01.542,
,42380,620000974,0000499968,2019-06-13 21:56:01.538,
,42447,620001050,0000499968,2019-06-13 21:56:01.536,
,42588,620001191,0000499968,2019-06-13 21:56:01.523,
,42872,620001481,0000499968,2019-06-13 21:56:01.515,
,42976,620001587,0000499968,2019-06-13 21:56:01.51,
,43088,620001700,0000499968,2019-06-13 21:56:01.499,
,42208,620000803,0000499968,2019-06-13 21:56:01.482,
,43351,620001971,0000499968,2019-06-13 21:56:01.474,
,43528,620002153,0000499968,2019-06-13 21:56:01.466,
,43732,620002361,0000499968,2019-06-13 21:56:01.454,
,43920,620002553,0000499968,2019-06-13 21:56:01.442,
,44011,620002644,0000499968,2019-06-13 21:56:01.434,
,42207,620000801,0000188924,2019-06-13 21:56:01.078,
,42309,620000907,0000188924,2019-06-13 21:56:01.07,
,42357,620000955,0000188924,2019-06-13 21:56:01.062,
,42574,620001176,0000188924,2019-06-13 21:56:01.042,
,42771,620001378,0000188924,2019-06-13 21:56:01.034,
,42873,620001482,0000188924,2019-06-13 21:56:01.026,
,43000,620001612,0000188924,2019-06-13 21:56:01.018,
,43060,620001673,0000188924,2019-06-13 21:56:01.011,
,42946,620001555,0000188924,2019-06-13 21:56:01.002,
,43239,620001860,0000188924,2019-06-13 21:56:00.994,
,43450,620002071,0000188924,2019-06-13 21:56:00.989,
,43521,620002147,0000188924,2019-06-13 21:56:00.982,
,43712,620002338,0000188924,2019-06-13 21:56:00.97,
,43793,620002422,0000188924,2019-06-13 21:56:00.963,
,43826,620002455,0000188924,2019-06-13 21:56:00.959,
,43930,620002561,0000188924,2019-06-13 21:56:00.954,
,44036,620002665,0000188924,2019-06-13 21:56:00.95,
,42106,620000695,0000014709,2019-06-13 21:55:58.294,
,42180,620000773,0000014709,2019-06-13 21:55:58.286,
,42482,620001084,0000014709,2019-06-13 21:55:58.27,
,42374,620000971,0000014709,2019-06-13 21:55:58.246,
,42907,620001516,0000014709,2019-06-13 21:55:58.23,
,42706,620001310,0000014709,2019-06-13 21:55:58.222,
,43012,620001623,0000014709,2019-06-13 21:55:58.214,
,43140,620001768,0000014709,2019-06-13 21:55:58.206,
,43543,620002170,0000014709,2019-06-13 21:55:58.194,
,43745,620002371,0000014709,2019-06-13 21:55:58.182,
,43421,620002044,0000014709,2019-06-13 21:55:58.174,
,43842,620002473,0000014709,2019-06-13 21:55:58.166,
,43933,620002565,0000014709,2019-06-13 21:55:58.158,
,44000,620002632,0000014709,2019-06-13 21:55:58.15,
,42061,620000649,0000003891,2019-06-13 21:55:57.247,
,42101,620000694,0000003891,2019-06-13 21:55:57.243,
,42181,620000771,0000003891,2019-06-13 21:55:57.234,
,42250,620000845,0000003891,2019-06-13 21:55:57.23,
,42284,620000880,0000003891,2019-06-13 21:55:57.222,
,42401,620001001,0000003891,2019-06-13 21:55:57.215,
,42483,620001081,0000003891,2019-06-13 21:55:57.21,
,42561,620001164,0000003891,2019-06-13 21:55:57.202,
,42675,620001280,0000003891,2019-06-13 21:55:57.194,
,42782,620001389,0000003891,2019-06-13 21:55:57.186,
,42963,620001574,0000003891,2019-06-13 21:55:57.174,
,43071,620001682,0000003891,2019-06-13 21:55:57.165,
,43256,620001876,0000003891,2019-06-13 21:55:57.154,
,43479,620002106,0000003891,2019-06-13 21:55:57.142,
,44037,620002670,0000003891,2019-06-13 21:55:57.122,
,42135,620000727,0000617126,2019-06-13 21:55:56.059,
,42365,620000963,0000617126,2019-06-13 21:55:56.057,
,42382,620000975,0000617126,2019-06-13 21:55:56.055,
,42441,620001040,0000617126,2019-06-13 21:55:56.054,
,42553,620001156,0000617126,2019-06-13 21:55:56.051,
,42640,620001243,0000617126,2019-06-13 21:55:56.05,
,42744,620001349,0000617126,2019-06-13 21:55:56.048,
,42842,620001449,0000617126,2019-06-13 21:55:56.047,
,42925,620001533,0000617126,2019-06-13 21:55:56.046,
,43026,620001637,0000617126,2019-06-13 21:55:56.044,
,43085,620001696,0000617126,2019-06-13 21:55:56.042,
,43213,620001828,0000617126,2019-06-13 21:55:56.04,
,43241,620001861,0000617126,2019-06-13 21:55:56.038,
,43321,620001942,0000617126,2019-06-13 21:55:56.037,
,43374,620001998,0000617126,2019-06-13 21:55:56.035,
,43465,620002090,0000617126,2019-06-13 21:55:56.029,
,43599,620002227,0000617126,2019-06-13 21:55:56.028,
,43675,620002305,0000617126,2019-06-13 21:55:56.022,
,43721,620002349,0000617126,2019-06-13 21:55:56.019,
,43797,620002426,0000617126,2019-06-13 21:55:56.013,
,43888,620002516,0000617126,2019-06-13 21:55:56.002,
,43969,620002600,0000617126,2019-06-13 21:55:55.999,
,44089,620002725,0000617126,2019-06-13 21:55:54.704,
,42206,620000800,0000618245,2019-06-13 21:55:54.57,
,42281,620000877,0000618245,2019-06-13 21:55:54.562,
,42385,620000985,0000618245,2019-06-13 21:55:54.554,
,42596,620001200,0000618245,2019-06-13 21:55:54.538,
,42674,620001279,0000618245,2019-06-13 21:55:54.53,
,42757,620001363,0000618245,2019-06-13 21:55:54.522,
,43146,620001762,0000618245,2019-06-13 21:55:54.494,
,43255,620001875,0000618245,2019-06-13 21:55:54.49,
,43325,620001944,0000618245,2019-06-13 21:55:54.482,
,43532,620002158,0000618245,2019-06-13 21:55:54.474,
,43630,620002259,0000618245,2019-06-13 21:55:54.466,
,43742,620002372,0000618245,2019-06-13 21:55:54.458,
,43943,620002574,0000618245,2019-06-13 21:55:54.446,
,44016,620002649,0000618245,2019-06-13 21:55:54.438,
,42108,620000701,0000531663,2019-06-13 21:55:53.862,
,42200,620000793,0000531663,2019-06-13 21:55:53.854,
,42277,620000872,0000531663,2019-06-13 21:55:53.846,
,42403,620001003,0000531663,2019-06-13 21:55:53.838,
,42302,620000897,0000557777,2019-06-13 21:55:53.838,
,42137,620000728,0000557777,2019-06-13 21:55:53.83,
,42474,620001075,0000531663,2019-06-13 21:55:53.83,
,42579,620001183,0000531663,2019-06-13 21:55:53.822,
,42487,620001089,0000557777,2019-06-13 21:55:53.822,
,42630,620001235,0000531663,2019-06-13 21:55:53.819,
,42691,620001296,0000531663,2019-06-13 21:55:53.814,
,42383,620000983,0000557777,2019-06-13 21:55:53.806,
,42861,620001463,0000531663,2019-06-13 21:55:53.802,
,42961,620001573,0000531663,2019-06-13 21:55:53.798,
,43355,620001978,0000531663,2019-06-13 21:55:53.786,
,43452,620002075,0000531663,2019-06-13 21:55:53.778,
,43169,620001785,0000557777,2019-06-13 21:55:53.77,
,43565,620002193,0000531663,2019-06-13 21:55:53.77,
,42763,620001370,0000557777,2019-06-13 21:55:53.762,
,43610,620002238,0000531663,2019-06-13 21:55:53.762,
,43744,620002373,0000531663,2019-06-13 21:55:53.754,
,43812,620002440,0000531663,2019-06-13 21:55:53.746,
,43441,620002072,0000557777,2019-06-13 21:55:53.742,
,43859,620002488,0000531663,2019-06-13 21:55:53.738,
,43514,620002142,0000557777,2019-06-13 21:55:53.734,
,43941,620002572,0000531663,2019-06-13 21:55:53.73,
,43845,620002474,0000557777,2019-06-13 21:55:53.726,
,44025,620002658,0000531663,2019-06-13 21:55:53.722,
,43913,620002545,0000557777,2019-06-13 21:55:53.718,
,44030,620002661,0000557777,2019-06-13 21:55:53.706,
,42089,620000680,0000000236,2019-06-13 21:55:50.406,
,42299,620000896,0000000236,2019-06-13 21:55:50.398,
,42397,620000997,0000000236,2019-06-13 21:55:50.394,
,42489,620001090,0000000236,2019-06-13 21:55:50.386,
,42584,620001188,0000000236,2019-06-13 21:55:50.378,
,42653,620001257,0000000236,2019-06-13 21:55:50.374,
,42761,620001366,0000000236,2019-06-13 21:55:50.37,
,43262,620001883,0000000236,2019-06-13 21:55:50.35,
,43339,620001963,0000000236,2019-06-13 21:55:50.342,
,43631,620002261,0000000236,2019-06-13 21:55:50.33,
,43727,620002356,0000000236,2019-06-13 21:55:50.326,
,43915,620002547,0000000236,2019-06-13 21:55:50.318,
,44035,620002667,0000000236,2019-06-13 21:55:50.314,
,42134,620000726,0000012552,2019-06-13 21:55:50.102,
,42258,620000851,0000012552,2019-06-13 21:55:50.094,
,42343,620000941,0000012552,2019-06-13 21:55:50.086,
,42426,620001027,0000012552,2019-06-13 21:55:50.082,
,42549,620001152,0000012552,2019-06-13 21:55:50.078,
,42609,620001213,0000012552,2019-06-13 21:55:50.074,
,42740,620001344,0000012552,2019-06-13 21:55:50.07,
,42826,620001433,0000012552,2019-06-13 21:55:50.062,
,42928,620001538,0000012552,2019-06-13 21:55:50.055,
,43019,620001629,0000012552,2019-06-13 21:55:50.05,
,43102,620001708,0000012552,2019-06-13 21:55:50.045,
,43208,620001823,0000012552,2019-06-13 21:55:50.042,
,43311,620001931,0000012552,2019-06-13 21:55:50.038,
,43404,620002027,0000012552,2019-06-13 21:55:50.035,
,43507,620002134,0000012552,2019-06-13 21:55:50.034,
,43589,620002217,0000012552,2019-06-13 21:55:50.021,
,43700,620002328,0000012552,2019-06-13 21:55:50.018,
,43756,620002385,0000012552,2019-06-13 21:55:50.014,
,43865,620002494,0000012552,2019-06-13 21:55:50.01,
,43953,620002584,0000012552,2019-06-13 21:55:50.007,
,44064,620002697,0000012552,2019-06-13 21:55:49.998,
,42167,620000758,0000651735,2019-06-13 21:55:49.454,
,42100,620000693,0000651735,2019-06-13 21:55:49.445,
,42303,620000901,0000651735,2019-06-13 21:55:49.438,
,42473,620001074,0000651735,2019-06-13 21:55:49.434,
,42384,620000981,0000651735,2019-06-13 21:55:49.419,
,42692,620001298,0000651735,2019-06-13 21:55:49.414,
,42738,620001343,0000651735,2019-06-13 21:55:49.41,
,42750,620001355,0000651735,2019-06-13 21:55:49.406,
,42877,620001486,0000651735,2019-06-13 21:55:49.398,
,43068,620001679,0000651735,2019-06-13 21:55:49.386,
,43163,620001780,0000651735,2019-06-13 21:55:49.378,
,43267,620001888,0000651735,2019-06-13 21:55:49.37,
,43354,620001975,0000651735,2019-06-13 21:55:49.366,
,43454,620002081,0000651735,2019-06-13 21:55:49.358,
,43524,620002151,0000651735,2019-06-13 21:55:49.342,
,43926,620002557,0000651735,2019-06-13 21:55:49.318,
,44022,620002654,0000651735,2019-06-13 21:55:49.31,
,44086,620002726,0000012552,2019-06-13 21:55:48.742,
,42149,620000741,0000003868,2019-06-13 21:55:44.566,
,42248,620000841,0000003868,2019-06-13 21:55:44.558,
,42353,620000951,0000003868,2019-06-13 21:55:44.548,
,42417,620001019,0000003868,2019-06-13 21:55:44.542,
,42476,620001077,0000003868,2019-06-13 21:55:44.534,
,42525,620001127,0000003868,2019-06-13 21:55:44.526,
,42611,620001214,0000003868,2019-06-13 21:55:44.518,
,42702,620001307,0000003868,2019-06-13 21:55:44.51,
,42814,620001421,0000003868,2019-06-13 21:55:44.502,
,42852,620001460,0000003868,2019-06-13 21:55:44.498,
,42924,620001534,0000003868,2019-06-13 21:55:44.49,
,42948,620001554,0000003868,2019-06-13 21:55:44.482,
,42995,620001605,0000003868,2019-06-13 21:55:44.479,
,43127,620001740,0000003868,2019-06-13 21:55:44.474,
,43222,620001837,0000003868,2019-06-13 21:55:44.466,
,43292,620001912,0000003868,2019-06-13 21:55:44.458,
,43397,620002020,0000003868,2019-06-13 21:55:44.45,
,43508,620002135,0000003868,2019-06-13 21:55:44.442,
,43606,620002234,0000003868,2019-06-13 21:55:44.434,
,43666,620002293,0000003868,2019-06-13 21:55:44.426,
,43787,620002416,0000003868,2019-06-13 21:55:44.418,
,43884,620002513,0000003868,2019-06-13 21:55:44.414,
,43971,620002605,0000003868,2019-06-13 21:55:44.406,
,44046,620002679,0000003868,2019-06-13 21:55:44.398,
,44082,620002721,0000003868,2019-06-13 21:55:43.096,
,42288,620000881,0000489653,2019-06-13 21:55:42.694,
,42672,620001278,0000489653,2019-06-13 21:55:42.674,
